>
119.207619 35.52265404
119.2481291 35.56661202
119.2888102 35.630793
119.3477 35.72139501
119.3886968 35.766792
>
119.5611109 36.130302
119.7228971 36.14083002
119.8569701 36.15662601
120.0304609 36.15366699
>
121.3887449 39.52164501
121.4818178 39.58066503
121.5717818 39.61088703
121.607955 39.63189996
121.6874621 39.68448201
>
120.69756 37.29438504
120.7126069 37.35080496
120.7249448 37.39870701
120.7330949 37.41892902
120.7453471 37.45192104
120.7669928 37.48915701
120.780607 37.52214498
120.7875712 37.55833803
120.7959289 37.60091703
120.802991 37.64775798
120.8046409 37.68715503
120.8182702 37.71587997
120.821157 37.74142998
120.8211919 37.74569004
>
120.9029569 37.17255402
120.9328481 37.23529599
120.9695371 37.30652802
121.0063169 37.37988
121.0512139 37.45638504
121.0907639 37.52544204
121.1260972 37.57214196
121.143713 37.59016401
>
119.9376929 37.03204602
120.007939 37.080288
120.082253 37.13596002
120.13141 37.17659799
120.168644 37.21398597
>
118.3810241 36.06516504
118.4295089 36.00218898
118.491588 35.909631
118.5768871 35.82378396
>
117.8458621 36.27994302
117.815935 36.31542102
117.8056739 36.35133696
117.806756 36.44704602
117.81261 36.55881
117.8158885 36.61509474
>
120.7489169 37.03447197
120.7506071 37.08239103
120.7604621 37.15478901
120.78373 37.23780996
120.8040941 37.28569104
120.8261182 37.36977201
120.8453519 37.43468802
120.87126 37.49532498
120.8904052 37.54319598
120.921574 37.58677002
120.939381 37.62931302
120.9448609 37.64207502
>
121.077086 37.49887602
121.1237921 37.49334003
121.177035 37.47710196
121.243612 37.46076201
>
120.1541051 36.81682803
120.1951591 36.85208499
120.2296252 36.886248
120.276103 36.95662998
120.30939 37.02803499
120.348112 37.12712499
120.3668089 37.16229096
120.3761999 37.19424699
120.393608 37.23473097
120.4083389 37.264563
120.425706 37.28161899
>
117.9276498 35.92723212
117.9963 36.00779598
118.052086 36.07593498
118.0872259 36.13513203
118.111027 36.17814501
>
116.5421081 35.78284404
116.594289 35.78135796
116.6710118 35.78487903
116.75538 35.792838
116.813867 35.79676299
116.8670711 35.80262496
>
119.182527 36.07977996
119.2540309 36.13268502
119.3099512 36.17901297
119.3605402 36.24016698
119.3928851 36.29262096
119.428997 36.36958104
119.4574781 36.42305004
119.496596 36.46915497
>
116.505225 35.93562597
116.525678 35.88744897
116.5354319 35.81554896
116.5400741 35.770032
116.5508309 35.73321102
116.549361 35.70767298
116.5486432 35.66516598
116.568882 35.61909201
116.5941011 35.57742201
116.6188331 35.54635104
116.632193 35.50747698
116.636629 35.48190996
>
116.8368919 35.90263701
116.8591781 35.83638396
116.8780021 35.79020496
116.895712 35.73867699
116.914315 35.69673204
116.920778 35.66505096
116.915877 35.62453296
116.9102239 35.57018196
116.896243 35.52939702
116.8901849 35.48837502
>
119.7901231 37.07910099
119.790306 37.042911
119.7918529 36.999279
119.7946688 36.96629904
119.8001171 36.93652902
119.7937541 36.88220196
119.7873961 36.82787499
